games played,minutes played,points per game,field goals made,field goal attempts,field goal percent,3 point made,3 point attempt,3 point %,free throw made,free throw attempts,free throw %,offensive rebounds,defensive rebounds,rebounds,assists,steals,blocks,turnovers
-0.9,0.933884297520661,0.3529411764705883,0.25,0.6666666666666666,-1.2065573770491809,1.0,1.5,0.08307692307692316,0.5853658536585368,0.5714285714285713,-0.10937499999999936,-0.1000000000000001,1.0625,0.6597938144329896,0.5714285714285713,-0.19999999999999996,0.5,0.37500000000000006
-0.9333333333333333,0.8925619834710743,0.3137254901960785,-0.050000000000000044,0.45238095238095244,-1.875409836065575,1.4999999999999998,2.0833333333333335,0.03692307692307701,1.5609756097560978,1.3571428571428572,0.40625000000000033,-0.3000000000000001,0.18750000000000003,-0.041237113402061897,1.8571428571428574,1.2000000000000002,0.7499999999999999,0.7500000000000001
0.36666666666666664,-0.06611570247933891,-0.0784313725490195,-0.050000000000000044,-0.023809523809523725,-0.2229508196721308,0.7500000000000001,1.1666666666666667,0.06461538461538466,-0.09756097560975609,-0.14285714285714282,-0.33593749999999983,-0.3000000000000001,0.0,-0.1237113402061855,-0.0714285714285715,0.0,0.24999999999999994,0.0
-0.16666666666666666,-0.3719008264462812,0.019607843137255006,0.09999999999999987,0.1666666666666667,-0.17049180327868832,0.0,0.16666666666666669,0.009230769230769362,-0.09756097560975609,-0.14285714285714282,-0.18749999999999936,0.19999999999999998,-0.49999999999999994,-0.2474226804123712,-0.21428571428571433,0.19999999999999996,-0.25,0.0
-0.5,-0.3801652892561985,-0.21568627450980382,-0.25,-0.4285714285714285,1.1147540983606568,-0.25,-0.16666666666666666,-0.6861538461538461,0.2926829268292684,0.28571428571428564,-0.3046874999999994,0.19999999999999998,-0.12499999999999997,0.0,-0.5714285714285715,-0.4,0.5,-0.24999999999999994
0.4,-0.38842975206611585,-0.372549019607843,-0.30000000000000004,-0.3095238095238095,-0.20983606557377088,0.49999999999999994,0.6666666666666667,0.31384615384615394,-0.5853658536585367,-0.7142857142857143,0.14843750000000047,-0.6000000000000002,-0.625,-0.7010309278350516,0.5,-0.19999999999999996,-0.5,-0.37500000000000006
-0.03333333333333333,-0.42975206611570266,0.196078431372549,0.19999999999999996,0.23809523809523808,-0.052459016393442484,-0.25,-0.16666666666666666,0.8523076923076924,0.48780487804878053,0.21428571428571433,0.765625,-0.3000000000000001,-0.18750000000000003,-0.2061855670103093,-0.35714285714285726,-0.6,-0.25,-0.37500000000000006
-0.5,-0.47933884297520674,0.019607843137255006,0.09999999999999987,0.142857142857143,-0.3147540983606558,0.7500000000000001,1.0,0.23692307692307701,-0.2926829268292684,-0.5,1.2656250000000004,0.0,-0.49999999999999994,-0.3298969072164949,-0.642857142857143,-0.6,-0.25,-0.37500000000000006
0.06666666666666667,-0.5123966942148762,-0.6274509803921567,-0.55,-0.5714285714285714,-0.6163934426229508,0.0,0.16666666666666669,0.03076923076923088,-0.5853658536585367,-0.7142857142857143,0.007812500000000668,-0.6000000000000002,-0.6875,-0.7010309278350516,0.857142857142857,-0.4,-0.5,0.1250000000000001
-0.7,-0.6280991735537192,-0.372549019607843,-0.3500000000000001,-0.3095238095238095,-0.7344262295081976,0.0,0.0,-0.027692307692307648,0.0,-0.0714285714285715,-0.27343750000000006,-0.4000000000000001,-0.625,-0.577319587628866,-0.5714285714285715,-0.6,-0.5,-0.37500000000000006
-0.9333333333333333,-0.7603305785123969,-0.6470588235294117,-0.6000000000000001,-0.5714285714285714,-0.9704918032786892,-0.25,-0.16666666666666666,0.3384615384615385,-0.48780487804878053,-0.6428571428571429,0.8203125000000002,-0.3000000000000001,-0.8749999999999999,-0.6597938144329898,-0.2857142857142858,-0.8,-0.25,-0.8749999999999999
-0.7666666666666667,-0.7768595041322317,-0.3921568627450979,-0.45000000000000007,-0.4285714285714285,-0.5377049180327875,0.0,0.25,-0.2676923076923076,0.0975609756097562,0.0,0.4921874999999999,-0.3000000000000001,-0.5624999999999999,-0.5360824742268042,-0.5000000000000001,-0.4,-0.25,-0.5
-1.2,-0.785123966942149,-0.8431372549019607,-0.75,-0.8333333333333333,0.4327868852459026,-0.25,-0.25,-0.6861538461538461,-0.878048780487805,-0.8571428571428572,-3.3359375000000004,-0.2000000000000001,-0.18750000000000003,-0.2061855670103093,-0.642857142857143,-0.6,0.9999999999999999,-0.8749999999999999
-0.6,-0.06611570247933891,0.0,-0.10000000000000009,0.28571428571428575,-1.5213114754098376,2.5,2.7500000000000004,0.24000000000000013,-0.2926829268292684,-0.5,1.15625,-0.3000000000000001,-0.06249999999999992,-0.2061855670103093,-0.42857142857142866,0.0,0.24999999999999994,-0.625
-0.6333333333333333,-0.8016528925619837,-0.6274509803921567,-0.55,-0.6904761904761905,1.285245901639346,-0.25,-0.25,-0.6861538461538461,-0.5853658536585367,-0.5714285714285715,-1.6640625000000002,-0.4000000000000001,-0.43749999999999994,-0.45360824742268047,-0.642857142857143,-0.6,0.5,-0.5
-0.7666666666666667,-0.8264462809917358,-0.5882352941176469,-0.6000000000000001,-0.7142857142857143,0.98360655737705,0.0,0.08333333333333337,-0.24615384615384606,-0.2926829268292684,-0.35714285714285715,-0.2265624999999994,-0.7000000000000002,-0.8749999999999999,-0.8659793814432991,0.21428571428571416,-0.4,-0.5,-0.24999999999999994
-0.4666666666666667,-0.8925619834710746,-0.6862745098039215,-0.7000000000000001,-0.6904761904761905,-0.8262295081967217,-0.25,-0.25,-0.6861538461538461,-0.2926829268292684,-0.28571428571428564,-0.5546874999999997,-0.3000000000000001,-0.625,-0.5360824742268042,-0.642857142857143,-0.4,0.0,-0.625
